    5.5191049471e-03	    1.5028223476e-03	1.0
    2.7576598209e-03	    5.8395272319e-03	1.0
    7.7558698750e-04	   -1.7725101669e-02	1.0
    3.2071594117e-03	    4.7286472858e-04	1.0
    3.5030114376e-03	   -1.4993985892e-02	1.0
    1.6315639603e-02	   -1.8227412483e-02	1.0
    3.5582103159e-03	   -7.0544567866e-03	1.0
    1.1138510637e-02	    5.0740315482e-05	1.0
   -1.6342973707e-02	   -1.6923111131e-02	1.0
    3.2127316668e-03	    1.0153311750e-02	1.0
   -1.6588491782e-02	   -1.8389524102e-02	1.0
   -1.4367099519e-02	   -3.3904081744e-03	1.0
   -1.7885656821e-02	   -4.7835114549e-03	1.0
    1.4540376413e-02	   -1.8417617026e-02	1.0
   -1.6614883691e-02	    7.7455152118e-03	1.0
   -5.9549933137e-03	    3.1646722013e-03	1.0
   -3.8901430017e-03	    3.7388372195e-03	1.0
    5.8540791983e-03	   -1.6021101261e-02	1.0
   -1.7741449998e-02	    1.1302618374e-02	1.0
   -9.5744244516e-03	   -1.3997796581e-02	1.0
    5.5329221008e-03	    3.3413455464e-04	0.0
    7.2618851408e-03	    1.8033336390e-03	0.0
   -1.7387415284e-02	    1.2786236518e-03	0.0
    3.1457802524e-03	    1.8207226499e-03	0.0
