   -1.8278253638e-02	    2.3902869943e-03	1.0
   -1.5762096730e-02	   -1.6072431152e-02	1.0
   -4.9289801300e-03	   -1.7570369062e-02	1.0
   -1.7025314979e-02	   -1.6999314787e-02	1.0
   -1.7580290015e-02	   -1.7823353059e-02	1.0
   -1.6958516754e-02	   -1.1167707209e-02	1.0
   -1.6001471915e-02	    1.6910600028e-02	1.0
    9.4304928203e-03	   -1.1384160694e-02	1.0
   -1.7742418908e-02	   -1.5041699861e-02	1.0
    9.5939115190e-03	    1.8157092402e-02	1.0
   -2.7752915561e-04	   -1.7729200080e-02	1.0
   -1.6695001545e-02	    5.5483886202e-03	1.0
    4.4807278475e-03	   -1.7872521900e-02	1.0
   -1.7042871942e-02	   -1.8441167524e-02	1.0
   -1.3802805777e-02	   -1.4854457538e-02	1.0
    9.5282426574e-04	   -1.7502459432e-02	1.0
   -6.4285757787e-03	   -1.4323524239e-02	1.0
   -1.6299200004e-02	   -1.4557882209e-02	1.0
   -1.4247983014e-02	   -1.6704536752e-02	1.0
    1.0883946336e-02	    2.6767126668e-03	1.0
    2.8203251809e-04	    7.6510995146e-04	0.0
   -2.0596203576e-04	    5.4981482615e-04	0.0
    1.2760557542e-06	    4.8970836139e-04	0.0
    7.4767185382e-04	    3.2584238062e-04	0.0
