   -1.5833826088e-02	    8.6969248718e-03	1.0
    1.3268083178e-02	   -1.5720740306e-02	1.0
   -1.6281245196e-02	    4.0707732325e-04	1.0
   -1.5981384505e-02	   -1.8830557376e-02	1.0
   -1.7782212169e-02	   -1.8302081625e-02	1.0
   -1.7489031327e-02	   -1.8771463594e-02	1.0
    7.9789758514e-03	    4.8847108391e-04	1.0
    4.9778283617e-03	   -1.5868116335e-02	1.0
   -1.2793135608e-02	    1.0611692248e-02	1.0
    8.3079576865e-03	   -1.8679514320e-02	1.0
    1.1402881405e-02	   -1.8830954372e-02	1.0
    7.0205134117e-03	    2.7957062755e-03	1.0
    1.9281210099e-03	    3.9540504788e-03	1.0
   -7.8018027147e-03	   -1.7540301757e-02	1.0
    2.7288861038e-04	   -1.2499232298e-02	1.0
   -3.1222428386e-03	    4.9718764079e-03	1.0
   -1.3414257718e-02	    6.0640089720e-03	1.0
    2.3358980086e-03	    1.2209717460e-02	1.0
    1.8114056382e-03	   -9.0740895936e-03	1.0
   -7.5980396920e-03	   -3.1841978740e-03	1.0
   -1.4110682046e-02	   -1.5705109098e-02	0.0
    8.9566666147e-04	    1.9807731719e-03	0.0
    1.1075693375e-03	    8.5986356378e-03	0.0
