   -6.3187133484e-04	   -1.0917014686e-02	1.0
   -1.8032061773e-02	    4.4939680216e-03	1.0
   -1.2133625585e-02	   -8.5798078955e-03	1.0
   -1.6821635813e-02	    2.7388055424e-03	1.0
    1.7428688811e-03	    6.7908575166e-03	1.0
    8.0008291179e-03	    3.3735853500e-03	1.0
    4.6107761620e-03	   -1.3853516130e-02	1.0
   -1.7461926779e-02	    4.9332694723e-03	1.0
    5.1573042066e-03	   -1.3282994257e-02	1.0
   -1.5843663803e-02	    1.5254618192e-02	1.0
    5.8064055351e-03	    1.0902941669e-02	1.0
   -1.7757974607e-02	   -1.7595889991e-02	1.0
   -1.7959703955e-02	   -8.0148624458e-03	1.0
   -5.6856534846e-03	    7.0689522848e-03	1.0
    9.8105971913e-03	   -6.4673937211e-03	1.0
   -1.3766877790e-02	    4.6733284056e-04	1.0
