   -1.8789623399e-02	   -1.8138993782e-02	1.0
   -1.6121202708e-02	   -1.5474694646e-02	1.0
   -1.7420596673e-02	   -1.8172976729e-02	1.0
   -1.8465870713e-02	    2.0587900052e-03	1.0
   -1.0209551091e-02	   -1.7741845959e-02	1.0
   -1.7921770484e-02	    4.7771057542e-03	1.0
   -1.7599091977e-02	   -1.5256023289e-02	1.0
   -1.6910691552e-02	   -1.8616768125e-02	1.0
   -1.7699735784e-02	   -1.6539511569e-02	1.0
   -1.7792886258e-02	   -1.3499396231e-02	1.0
    1.6805240998e-03	    1.6636394222e-02	1.0
   -1.5758353838e-02	    2.7581095368e-04	1.0
   -1.6310326036e-02	   -1.6593524285e-02	1.0
   -1.5094659554e-02	   -1.7705971027e-02	1.0
   -1.7992846995e-02	    4.7721062774e-03	1.0
   -1.7535765268e-02	   -1.8045633074e-02	1.0
