   -1.4840241354e-02	   -1.7988964938e-02	1.0
    3.9017772837e-03	   -1.6974168428e-02	1.0
   -1.7327597071e-02	   -1.6771832063e-02	1.0
   -1.4985167796e-02	   -1.5395270292e-02	1.0
   -1.6433867228e-02	   -2.9636626998e-03	1.0
   -5.4976911904e-03	   -1.8769618191e-02	1.0
   -1.8047842876e-02	    1.7131906105e-02	1.0
   -1.8537534497e-02	   -1.8340412194e-02	1.0
   -1.5874624037e-02	   -1.8381401353e-02	1.0
   -1.7291437165e-02	    3.2671212816e-03	1.0
   -1.8356557692e-02	    8.7795943333e-03	1.0
   -1.6303744917e-02	    3.4325605952e-03	1.0
   -1.6303397049e-02	   -1.6546587826e-02	1.0
   -1.7480233243e-02	   -1.7565008207e-02	1.0
   -1.8716242287e-02	   -1.6696299015e-02	1.0
    5.2314037543e-03	   -1.5758313679e-02	1.0
   -1.8465357621e-02	   -1.8674107859e-02	1.0
   -1.8424660341e-02	   -1.2236238134e-02	1.0
   -1.7477452876e-02	   -1.6797958780e-02	1.0
   -1.8564112754e-02	   -1.6995702049e-02	1.0
