   -1.4949153987e-02	    5.0275634305e-03	1.0
   -1.7523413712e-02	   -1.8131688625e-02	1.0
   -1.8615531872e-02	    1.1835639589e-03	1.0
   -1.8545058543e-02	    1.6376048823e-03	1.0
   -1.8000294343e-02	   -1.7665525655e-02	1.0
   -1.8824651506e-02	   -5.2524607258e-03	1.0
   -1.6412589778e-02	   -1.7836868982e-02	1.0
    2.3229492138e-03	   -1.8407243426e-02	1.0
   -1.7674440897e-02	   -1.2163246468e-02	1.0
   -1.3854090329e-02	   -1.7481705475e-02	1.0
   -1.6646016604e-02	   -1.6293479816e-02	1.0
   -1.8322697315e-02	   -1.5741661750e-02	1.0
   -1.1702488560e-02	   -1.6919804832e-02	1.0
   -1.8448951838e-02	   -1.4029598902e-02	1.0
   -1.8585820226e-02	    1.6366056060e-03	1.0
   -1.8566827352e-02	   -2.2734519929e-04	1.0
   -1.8553301532e-02	    2.0016672203e-03	1.0
    8.0908412794e-03	   -1.6737405522e-02	1.0
